"mean_abs_diff_postmed_mle_mu","mean_abs_diff_postmed_mle_xi","mean_abs_diff_postmed_mle_tau","mean_abs_diff_postmed_true_mu","mean_abs_diff_postmed_true_xi","mean_abs_diff_postmed_true_tau","mean_edist_postmed_mle","mean_edist_postmed_true"
0.00670986823304997,0.0018424788708319,0.00897429485669057,0.0828838957909995,0.0276712286351265,0.0693092549300519,0.012442601544526,0.120794141446118
