"mean_abs_diff_postmed_mle_mu","mean_abs_diff_postmed_mle_xi","mean_abs_diff_postmed_mle_tau","mean_abs_diff_postmed_true_mu","mean_abs_diff_postmed_true_xi","mean_abs_diff_postmed_true_tau","mean_edist_postmed_mle","mean_edist_postmed_true"
0.0135100306291777,0.0047187406883216,0.0427849747660964,0.170600287688007,0.064027324140291,0.134696955124075,0.0462408570072072,0.253501950116511
