"mean_abs_diff_postmed_mle_mu","mean_abs_diff_postmed_mle_xi","mean_abs_diff_postmed_mle_tau","mean_abs_diff_postmed_true_mu","mean_abs_diff_postmed_true_xi","mean_abs_diff_postmed_true_tau","mean_edist_postmed_mle","mean_edist_postmed_true"
0.00434103841384188,0.00114428248010374,0.00473851626547898,0.0635971397066896,0.0212519977036971,0.0505727404029001,0.00716753841624801,0.0937856747334198
