"mean_abs_diff_postmed_mle_mu","mean_abs_diff_postmed_mle_xi","mean_abs_diff_postmed_mle_tau","mean_abs_diff_postmed_true_mu","mean_abs_diff_postmed_true_xi","mean_abs_diff_postmed_true_tau","mean_edist_postmed_mle","mean_edist_postmed_true"
0.0220860765965478,0.00873584581254462,0.0842206049944703,0.257862943725746,0.107842680384405,0.229789109746934,0.0896056635690548,0.398436472665648
